"username","commentcount","likecount","type","description","pubyear","pubmonth","pubday","posturl"
"kamalaharris","72","4692","Photo","Earlier this week, I joined my Senate Democratic colleagues in calling for a ban of chlorpyrifos. Under the current administration, the pesticide was green-lighted for use, despite the fact it has been found to cause brain damage in children. This is detrimental to human health.","2017","7","29","https://www.instagram.com/p/BXJgKbml3Zj/"
"kamalaharris","67","4082","Photo","The takeaway from the vote early this morning is not only to be relieved that millions of Americans are no longer at risk of losing their health care, but that you can make a difference. I couldn’t be more proud of the work this community put in to share your stories and to save our health care. Your voices made a difference in this fight. There was never a day where you weren’t speaking out for those with the most to lose. We proved this is what a democracy looks like. Let’s use this victory and keep showing up on so many other issues, including climate change, education, women’s rights, and criminal justice reform. Never lose hope. Your voice matters.","2017","7","28","https://www.instagram.com/p/BXGjc-fl6ip/"
"kamalaharris","476","24467","Photo","Tonight health care was saved for millions of Americans. This is your victory. Your calls, letters, and courage made this possible.","2017","7","28","https://www.instagram.com/p/BXFEeEwl9Q9/"
"kamalaharris","65","5453","Photo","This adorable little girl is Emerson. Like many six-year-old girls, she loves to read, ride her bike, swim, go to school, and ride horses. Unlike most other six-year-olds, Emerson has cerebral palsy, epilepsy, and chronic lung disease after having a complicated birth. She can’t walk, talk, sit, or stand without assistance and needs multiple medications daily to keep her breathing, her muscles calm, and keep seizures away. Emerson will be starting first grade this year, and thanks to the Affordable Care Act and Medi-Cal, she is learning at grade level and continuing to achieve every day. I wanted to share Emerson’s story with you because we need to fight for children like her. I hope you won’t give up your calls to protect health care: (202) 224–3121.","2017","7","28","https://www.instagram.com/p/BXEcKGkFlVk/"
"kamalaharris","21","3918","Photo","“My daughter Natalie is 4 years old and loves swimming, drawing, and cooking. She was also born with osteogenesis imperfecta, otherwise known as brittle bones disease which requires careful management. Natalie has titanium rods in her femurs that allow her to stand and walk. She also needs medication every three months to strengthen her bones, which requires three days in the hospital for an infusion. Under the Affordable Care Act, insurance companies cannot refuse to sell us insurance and they cannot charge higher premiums for our coverage. The proposed health care changes would result in de facto segregation by health status. Our daughter would lose her affordable care.” —Joe from Santa Clara","2017","7","27","https://www.instagram.com/p/BXEKB_BlYJz/"
"kamalaharris","29","3922","Photo","“My son, now three, was diagnosed with an atrial septal defect at one years old, and had open-heart surgery at 19 months old. He is the most remarkable human — the sweetest, most resilient little boy who falls down and pops up with ""I'm ok"" before you even have a moment to ask. He recently asked his preschool teacher if she wanted a seat on the couch because ""she has a baby in her tummy."" Annual or lifetime caps would be devastating to families who have congenital heart conditions. Please save our health care.” —Gabrielle from Los Angeles","2017","7","27","https://www.instagram.com/p/BXD70sDlUXJ/"
"kamalaharris","35","3795","Photo","There is nothing “skinny” about this new repeal bill the Republicans are considering. It will result in 16 million additional people without insurance by 2021 and result in premiums going up 20% next year. Families cannot afford it. Throughout the day today, I’ll be sharing stories of children who rely on quality health care. Their stories deserve to be heard in this process, even if they can’t speak up for themselves. •••••••••••••••••••••••••••••••••••••
“Our son Zeke was born with hemophilia, a bleeding disorder that makes it difficult for his blood to clot. He is dependent on a synthetic version of factor 8, a protein that healthy bodies produce naturally to help blood clot. This medicine costs $11,000. My husband and I both work full time but we simply cannot afford that amount. Without his medicine which he receives through Medicaid, Zeke will become disabled or in the worst case scenario, die. We plead with you to vote NO.” —Devalina from Philadelphia","2017","7","27","https://www.instagram.com/p/BXDeQdgFmzU/"
"kamalaharris","82","5550","Photo","Yesterday, Republicans voted to move forward to debate a bill that would strip away health care from millions of Americans. While their first attempt to repeal and replace the Affordable Care Act failed, it’s the vote later this week that we need everyone to speak out against. This fight is far from over and the last thing we should do is despair or throw our hands up . A lot of you have asked how you can help the fight if you live in a state with two Democratic Senators. First, reach out to friends and family in states with Senators who voted in favor of the motion to proceed. Make sure they’re calling and writing their Senators to protest the bill. Second, join any and all protests against this health care bill. Use your voice to show Republicans that we won’t go silently, we will fight for health care with all of our might because health care is a right, not a privilege. Third, tell your story, just like I’m going to keep sharing the stories people have shared with me. Time to redouble our efforts and keep up the work.","2017","7","26","https://www.instagram.com/p/BXBBHOzFx9i/"
"kamalaharris","138","8187","Photo",,"2017","7","25","https://www.instagram.com/p/BW-2AVgloCf/"
"kamalaharris","48","2730","Photo","“I was 19 years old when I was diagnosed with type 1 diabetes. My freshman year in college at UC Santa Cruz, I was losing weight for no reason, and was thirsty and tired all the time. By the time I got to the hospital my blood sugar numbers were over 1000. I was very close to coma stage. 
As soon as I came off my mother's insurance at 24, the battle for my life began. I would get all the way to the end of insurance applications and as soon as I would get to the pre-existing condition category, I would be denied. Because of the years of back and forth I have developed two complications from diabetes: neuropathy (nerve damage in my legs and feet) and gastroparesis (nerve damage in my stomach causing ultra slow digestion). It was not until Obama was in office that the pre-existing discrimination wore off a bit. Even now with the Affordable Care Act, I still have to fight for necessity medicine and management tools that I need to stay alive so I cannot imagine anything that is going backward. It is a business decision for them and a death sentence for me.” —Niketa from Los Angeles","2017","7","25","https://www.instagram.com/p/BW-ZAcEl1Da/"
"kamalaharris","27","3955","Photo","“I am a native Californian, healthy all my life until age 54, when a shocking diagnosis of acute lymphoblastic leukemia halted my pleasant life. Thanks to the Affordable Care Act, I've had eight months of chemotherapy followed by a stem cell transplant. While my leukemia is currently in check, the treatment left me permanently disabled with chronic lung disease. I am dependent on monthly pulmonary appointments and many medications for my survival. Losing my coverage would mean losing my life. It is inexcusable that my family and I have to fight not just this illness, but for my health care. I expect the people we elect to work for our interests, not those of insurance companies.” —Nancy from Marin","2017","7","24","https://www.instagram.com/p/BW8CHYHFs-B/"
"kamalaharris","51","3602","Photo","Republicans have a vote on health care planned for Tuesday. That means we have two more days to mobilize and make our voices heard about their disastrous bill. Their health care bill is not about making people’s lives better: it’s about tax cuts and trying to put money in the pockets of the top 1% and corporations. What we have to do in the next two days is continue this journey, arm in arm, and stand up for the voiceless and vulnerable. We can’t stop and we won’t stop keeping up the pressure on health care. Make those calls: (202) 224-3121.","2017","7","24","https://www.instagram.com/p/BW7t8JglU0N/"
"kamalaharris","15","3129","Photo","“I have been relatively healthy throughout my life, but at 65, my mom’s had 32 surgeries including three hip replacements and 12 knee surgeries. The Affordable Care Act allowed her to get the care she needed and not be concerned with whether she would have enough for a rehab clinic so she could walk again. She's the single most important person in my life, and because she can get quality medical assistance, I'll get to have my mom walk me down the aisle with my father at my wedding in 2019.” —Kiera from Kings","2017","7","24","https://www.instagram.com/p/BW6NUNwFjds/"
"kamalaharris","40","2049","Video","Text FEARLESS to 225568 to stay up-to-date on what’s happening with health care, criminal justice reform, and more.","2017","7","23","https://www.instagram.com/p/BW5iP62loFD/"
"kamalaharris","28","3249","Photo","“Our first child, Jacob, was born with Down syndrome. He spent three and a half weeks in the neonatal intensive care unit because of feeding issues. We brought him home days before Christmas but he returned back to the hospital at nine and a half weeks. He had holes in his heart and needed open heart surgery. My son did nothing wrong, he didn't ask for this! He didn't live an unhealthy lifestyle, he was not reckless. He is the strongest person I know. He depends on Medicaid for services he receives at home and at public school. I don't understand how all of these pro-life politicians can turn their backs once these beautiful babies are born. Cuts to Medicaid and lifetime caps on insurance are unthinkable to me! I don't know what our family would do.” —Nicolle from Los Angeles","2017","7","22","https://www.instagram.com/p/BW3BHkMF2A6/"
"kamalaharris","51","2972","Photo","""I have been living with Type 1 Diabetes since the age of 12. This is a very expensive autoimmune disease that requires 24/7 attention, and has no cure. I rely heavily on my insurance to afford the sophisticated medical supplies and insulin I need in order to live. Two years ago when I was just 26, I was diagnosed with Ovarian Cancer. While I lost my right ovary, I was lucky to have caught it in an early stage and have been cancer free since January of 2016. I fear that if protections for people with pre-existing conditions are revoked, I will either be unable to afford insurance or completely uninsurable at all due to these two serious conditions. The sorry excuse of a health bill that the senate is trying to pass has nothing to do with healthcare — it's simply an excuse to further line the pockets of the wealthiest Americans. Please keep fighting for the many people like me who deserve access to affordable care. We deserve to live.” —Monica from Alameda","2017","7","21","https://www.instagram.com/p/BW0PSFlFhkU/"
"kamalaharris","88","4829","Photo","“My son was born with Ehlers-Danlos syndrome. It is a rare connective tissue disorder. He is prone to dislocations and has fragile skin that takes months to heal from the smallest scratch. My son lives with chronic pain. It took six and a half years, multiple trips to geneticists and other specialists, before he finally received a diagnosis. My son currently sees seven specialists plus has weekly physical therapy and occupational therapy appointments. If he has a good year, he will have 56 appointments. I always worry that we are one injury away from financial ruin and I am fearful that due to his medical diagnosis, he will be uninsurable under Trumpcare.” —Nate from San Bernardino","2017","7","21","https://www.instagram.com/p/BWygrmGFvPA/"
"kamalaharris","110","4865","Photo",,"2017","7","19","https://www.instagram.com/p/BWvwYs1FXgF/"
"kamalaharris","19","1852","Photo","At the Women Unshackled forum yesterday I talked about how I visited the Central California Women’s Facility a few weeks ago. And something that I was reminded of there was the concept of redemption. We will all make mistakes, and for some of us, that mistake will rise to the level of being a crime. And yes, there must be accountability and consequence. But is it not the sign of a civil society that we allow people the chance to earn their way back? That’s why it’s so critical that we work on providing resources to improve reentry. We should be smarter.","2017","7","19","https://www.instagram.com/p/BWvPrafFlI6/"
"kamalaharris","33","4147","Photo","Earlier today, I spoke at the Women Unshackled forum on female incarceration. We’ve been offered a false choice about the criminal justice system. We are either tough on crime or soft on crime — I say we need to be smart on crime.","2017","7","19","https://www.instagram.com/p/BWtUvaIl_Hq/"
"kamalaharris","78","5368","Photo","The health care fight isn’t over until the bill is dead. That’s why I was at Upper Senate Park earlier today, showing Republicans that we won’t stop the pressure for quality health care. As a country we have to ask ourselves: Do we believe health care should be a right for all, or a privilege for the few? I say a right for all.","2017","7","17","https://www.instagram.com/p/BWqoewNlfcE/"
"kamalaharris","11","2217","Photo","“I was diagnosed with multiple sclerosis 12 years ago, breast cancer five years ago, and have had numerous skin cancers cut out. I would not be able to go to the doctors or buy medication if it wasn't for the Affordable Care Act! I had to retire on disability from my teaching job, and it was only financially possible because of the ACA.” —Patricia from San Diego","2017","7","17","https://www.instagram.com/p/BWqAX1hl1gP/"
"kamalaharris","54","3682","Photo","My colleagues and I recently wrote a letter to the Secretary of Education, Betsy DeVos, urging the Department of Education to strengthen services to those struggling to repay their student loans and work with Congress to create a better system for borrowers.","2017","7","16","https://www.instagram.com/p/BWnmwDglZcx/"
"kamalaharris","66","6689","Photo","After visiting a female correctional facility last week, it’s clear we must ensure all inmates maintain a level of dignity and respect. That’s why I’m proud to cosponsor the Dignity for Incarcerated Women Act with Senators Warren, Booker, and Durbin.","2017","7","15","https://www.instagram.com/p/BWk3B8eFR3M/"
"kamalaharris","111","10692","Photo","#FlashbackFriday ❤️️","2017","7","14","https://www.instagram.com/p/BWiKi2pl8CN/"
"kamalaharris","81","11990","Photo","This is seven-year-old Myka. After she was born, she remained in the NICU for two weeks and has had two open heart surgeries. Before she turned one, Myka and her family had approximately $500,000 in medical costs. Myka’s mom wrote to me, asking me to protect her daughter from any bill that would deny her health coverage. I want her to know that my Democratic colleagues and I won’t give up trying to protect and strengthen our nation’s health care system, no matter what the other side throws our way. And to everyone out there, I hope you won’t give up the calls to protect Myka and so many other children like her: (202) 224–3121.","2017","7","13","https://www.instagram.com/p/BWfyXUiFj70/"
"kamalaharris","30","5081","Photo","Last week I held a roundtable discussion with agricultural leaders and farmers. The work that’s happening in our state has a global impact, which is why it’s so important we have these conversations to ensure their issues are being addressed in Washington.","2017","7","12","https://www.instagram.com/p/BWc-AldFYa5/"
"kamalaharris","48","4995","Photo","Each and every day we must get out of bed and continue to fight for truth, justice, and a government that is accountable to the public.","2017","7","11","https://www.instagram.com/p/BWaqN6_FgAr/"
"kamalaharris","53","2322","Photo","Exciting news: My team and I are launching a texting program, so you can stay up-to-date on our fight and be the first to get breaking news updates. Join by texting FEARLESS to 225568.","2017","7","10","https://www.instagram.com/p/BWX5_wDlHyg/"
"kamalaharris","80","4460","Photo","“My 13-year-old daughter has a rare mitochondrial disorder. She has had six surgeries, including two pacemakers, in the past three years. She has bilateral cochlear implants, poor coordination which will require an assistive walking device in the near future, and poor appetite/weight gain which will require a feeding tube soon. The disease is progressive and affects every major organ system in some way. Without the protection of insurance companies not being able to exclude pre-existing conditions and no cap on the maximum lifetime benefits, her health care expenses will become unmanageable. We have great health insurance and have never been denied any medically necessary procedures. This will certainly change if the Affordable Care Act is repealed.” —Christina from Tarrant","2017","7","9","https://www.instagram.com/p/BWVfzLaF7zt/"
"kamalaharris","45","2029","Photo","“In June of 2016, my husband was diagnosed with acute myeloid leukemia and admitted to UCLA Medical Center. Two weeks later, I found a lump on my shoulder which turned out to be non-Hodgkin's lymphoma. I had surgery, chemo, and radiation while he had transfusions and weekly treatments. We were fortunate to have Medicare and my health insurance with my employer. My husband passed away in April after two month-long stays at UCLA. I am hopefully in remission, but at 72 years old, I am terrified to retire as this new health care bill may eliminate my pre-existing condition exemption, and I know Medicare alone will leave lots of bills if I relapse. I would be in terrible financial shape if not for the coverage we received for my husband and myself.” —Kathy from Ventur","2017","7","8","https://www.instagram.com/p/BWS41ffFWdG/"
"kamalaharris","51","5380","Photo","#FlashbackFriday to primary night in 2016. We’ve come a long way since then. 📷: Justin Buell","2017","7","7","https://www.instagram.com/p/BWQXSpwlXvC/"
"kamalaharris","59","4342","Photo","“My daughter has autism and epilepsy. Prior to the Affordable Care Act, my employer’s insurance denied her therapies because autism was not a covered diagnosis and therapy was ‘habilitative.’ The ACA changed this. At 6, she still is nonverbal, but is learning sign language and how to communicate with a device. She starts kindergarten this fall, and has an amazing team to help her grow and learn. As a mom, I am so scared the resources which are protected by the ACA and provided by Medicaid will go away. My daughter has no voice, so I am her voice in this fight. She is young and her needs will last a lifetime. They cannot be at risk every time the party in power changes. Please don't play politics with those who need it most.” —Bethany from Maricopa","2017","7","7","https://www.instagram.com/p/BWOioDJFgxs/"
"kamalaharris","36","3276","Photo","“I am 67-years-old and I suffer from hypothyroidism, hypertension, and osteoarthritis. I have Medicare but a lot of my meds and co-pays I cannot afford, which is where Medicaid kicks in. At this time everything is under control, but if I lose Medicaid, I don't know what I would do. Also, my mom has Alzheimer's and is in a nursing home. What will happen to her?” —Renell from Bronx","2017","7","5","https://www.instagram.com/p/BWLO8J0FWWX/"
"kamalaharris","46","3788","Photo","Today we celebrate the independence of our great country and all that we stand for. I hope you have the chance to spend the day with friends and family, honor those who have and currently serve, and recommit yourself to the fight against injustice in all forms.","2017","7","4","https://www.instagram.com/p/BWIQydtFEkp/"
"kamalaharris","86","5834","Photo","“Six years ago I donated a kidney to an unknown recipient, saving the insurance companies tens of thousands of dollars in dialysis and other related costs. Thanks to the Affordable Care Act, I've been able to monitor the health of my remaining kidney but under the newly proposed Republican bill, my donation would likely be considered a pre-existing condition. When I donated a kidney my goal was merely to improve the life of another human being who was suffering. I underwent a multitude of thorough tests to determine that I was in excellent health. Kidney donors are some of the healthiest people on the planet and yet under the new bill would be lumped together with sick people paying high premiums and having ridiculous deductibles. I never expected any reward or recognition for my donation, but I certainly didn't expect to be punished.” —E from San Luis Obispo","2017","7","3","https://www.instagram.com/p/BWEQxZcFp8A/"
"kamalaharris","31","2199","Photo","“I have a congenital autoimmune disease which is destroying my connective tissue and my nervous tissue. It is very painful and a pre-existing condition. Without healthcare insurance, my prescriptions would cost $10,000.00 a month. This is three times my income and more than my wife's income. I would die.” —Jim from Alameda","2017","7","2","https://www.instagram.com/p/BWBkW8llUII/"
"kamalaharris","333","9517","Photo",,"2017","7","1","https://www.instagram.com/p/BWBJVrQl-ZT/"
"kamalaharris","19","3134","Photo","“Our son Michael is 44 and has cerebral palsy. He needs support with all activities of daily living. With the support he receives through MediCal and the Medicaid waiver, he is an active member of the community. This supports the shaped seating and his power wheelchair that help him be mobile, but avoid pressure sores. Without MediCal, his health will deteriorate and he could not participate in church, job skills training, or communicate with friends. He would probably be in pain and have a shorter life.”","2017","7","1","https://www.instagram.com/p/BV_JjiHlmp5/"
"kamalaharris","50","6358","Photo","Today marks the end of Pride Month, but that doesn’t mean we can stop fighting for the LGBTQ community. Rather, we must continue pursuing justice and equality during the other 11 months of the year. I had the rainbow flag placed outside my office in Washington this month to remind myself how far we’ve come as a nation, but how much work we still have left to do.","2017","6","30","https://www.instagram.com/p/BV-FyZfliUI/"
"kamalaharris","24","3266","Photo","“When my wife and I moved from New York to California in late 2013, she was pregnant. Since we moved states, our New York health insurance no longer covered us in California and for 3 months until the Affordable Care Act started in 2014, we couldn't get insurance due to my wife's ""pre-existing condition"" — that being her pregnancy. The baby finally came in late March 2014 and the hospital bill was $100,000. There is no way we could have afforded that. Without the Affordable Care Act the insurance companies can go back to disqualifying anyone they want from their healthcare. We cannot go back to that.” —David from Santa Clara","2017","6","30","https://www.instagram.com/p/BV8YbM4FmTf/"
"kamalaharris","93","8356","Photo","Yesterday, Americans from every background came together to say: Health care is not negotiable. Don’t threaten our care.","2017","6","29","https://www.instagram.com/p/BV7gU2VlmqX/"
"kamalaharris","93","8356","Photo","Yesterday, Americans from every background came together to say: Health care is not negotiable. Don’t threaten our care.","2017","6","29","https://www.instagram.com/p/BV7gU2VlmqX/"
"kamalaharris","93","8356","Photo","Yesterday, Americans from every background came together to say: Health care is not negotiable. Don’t threaten our care.","2017","6","29","https://www.instagram.com/p/BV7gU2VlmqX/"
"kamalaharris","93","8356","Photo","Yesterday, Americans from every background came together to say: Health care is not negotiable. Don’t threaten our care.","2017","6","29","https://www.instagram.com/p/BV7gU2VlmqX/"
"kamalaharris","95","8189","Photo","Was outside the U.S. Capitol to show the GOP we won’t stand by while they try to pass a bill that would leave 22M more Americans uninsured by 2026.","2017","6","28","https://www.instagram.com/p/BV5qtgxF47c/"
"kamalaharris","66","7192","Photo","“I went most of my life without knowing that my kidneys were failing. I found out right when my Covered California plan took hold. I was diagnosed with a preexisting condition at 30 years old. It seemed like my life was doomed. Now, at 32, I'm alive thanks to UCLA's kidney exchange program, my husband, my kidney donor, and the Affordable Care Act. I don't know where I would be today without the Affordable Care Act. But what scares me is that I don't know where I will be with Trumpcare.” •
—Denisse from Los Angeles","2017","6","28","https://www.instagram.com/p/BV5JCH2l_zh/"
"kamalaharris","41","5239","Photo","“Like Mitch McConnell, I had polio. I was just three months of age and I was not expected to survive. If I did, the doctors said I would not even be able to sit up, or use my hands let alone walk. I did recover most of my upper strength but spent the first years of my life in the hospital, and endured painful surgeries, long term body and leg casts and difficult therapy throughout my childhood. Even so, I never was able to walk without crutches, and usually wore leg and back braces...I got a bad deal at a very young age and I have always dealt with it on my own and planned and saved so that I would be able to live with some comfort and dignity in my life. I did everything right and now I am a mean-spirited vote away from a very sad future and perhaps even a much earlier death than I would otherwise have, leaving my daughter alone at a young age. Please do not allow this to happen.” —Marilyn from Monterey","2017","6","28","https://www.instagram.com/p/BV3M94hFAG2/"
"kamalaharris","77","7302","Photo",,"2017","6","27","https://www.instagram.com/p/BV2XYbhl8kB/"
"kamalaharris","33","5503","Photo","On June 26, 2015, the Supreme Court ruled 5-4 that the Constitution guarantees a right to marriage for all couples. In 2013, two years prior to the SCOTUS decision legalizing same-sex marriage nationwide, I was honored to marry Sandy Stier and Kris Perry after the U.S. Ninth Circuit Court of Appeals lifted California's ban on same-sex marriages. That was an incredibly moving day. But that day in 2015 was truly a historic day because, for the first time in our nation’s history, every single American had the right to marry the person they love.","2017","6","26","https://www.instagram.com/p/BV0I1Lpl4hM/"
"kamalaharris","37","4663","Photo","@EleniForCA is a powerful advocate for immigrants and has fought for affordable college education and health care for all throughout her life. I know she’ll stand up and defend our values. That’s why I’m proud to endorse Eleni for California Lt. Governor.","2017","6","26","https://www.instagram.com/p/BVz7JT3Fz24/"
"kamalaharris","42","5206","Photo","“My son was born with dwarfism. He has yearly visits with specialists to make sure he is healthy and has no issues. Without these visits he could lose his vision or even become paralyzed. All of this is preventable as long as any issues are discovered and treated early. The guarantee of insurance coverage for him gives us the peace of mind that he will maintain a good quality of life and grow to become a productive member of society.” — Stacey from Ventura","2017","6","26","https://www.instagram.com/p/BVyPpZblrJe/"
"kamalaharris","35","9792","Photo","#Throwback to San Francisco’s Pride Parade last year. Happy Pride everyone!","2017","6","25","https://www.instagram.com/p/BVxS4JelLni/"
"kamalaharris","32","3936","Photo","Facts and numbers are important, but we need to elevate your voices and make sure the GOP knows what’s at stake — people’s lives. Share your health care story with me: kamalaharris.org/acastory
••••••••••••••••••••••••••••••••••• “My grandmother passed away before she turned 60 from breast cancer. My aunt had it for a while. If either my mother or I get it, it would be considered a preexisting condition. Without affordable treatment, it would not be possible for us to fight cancer and win. I would leave behind my two young daughters. Since they are women, their reproductive care would not be covered either. Why wouldn't our country take care of its people? Why don't we have enough female representation in these types of healthcare deliberations?” —B from San Francisco","2017","6","24","https://www.instagram.com/p/BVunj0RlyUM/"
"kamalaharris","39","3969","Photo","“In November of 2016, I received one of the worst diagnoses a woman can get: breast cancer. But thanks to Covered California, I'm able to get the quality medical care I need — without suffering financial harm. Thank God for the Affordable Care Act! As a 59-year old tax paying citizen who has worked for the last 43 years, I should not have to risk losing my health insurance because the premiums have skyrocketed due to my ""pre-existing condition."" That's what this terrible new GOP health care plan does to me and millions of others. Why does Congress protect its own from the cruel health care changes it's inflicting on hardworking Americans? How can this be our America?” —Barb, San Diego","2017","6","24","https://www.instagram.com/p/BVs9CL2lG3v/"
"kamalaharris","45","4142","Photo","Gilbert Baker, designer of the rainbow flag, created a symbol of pride for the LGBT movement. Born in Kansas, Gilbert served in the Army and was stationed in San Francisco. After he was honorably discharged, he stayed in San Francisco and taught himself how to sew. Gilbert used his skills to create banners for anti-war and gay rights marches. He created the rainbow flag in 1978 and refused to trademark it because he wanted it to belong to the entire LGBT community. The original flag had eight colors, each representing a different aspect of humanity: pink for sexuality, red for life, orange for healing, yellow for the sun, green for nature, turquoise for magic, blue for serenity, and purple for the spirit. Until his death earlier this year, Gilbert never stopped creating flags and advocating for the gay community. #PrideMonth","2017","6","23","https://www.instagram.com/p/BVsOvgSl41u/"
"kamalaharris","148","8647","Video","There are more women in the Senate than ever before. It’s a start, but that’s why it’s so important that we reelect my Democratic colleagues in 2018.","2017","6","23","https://www.instagram.com/p/BVqyBo9lUkF/"
"kamalaharris","114","5733","Photo","Over the next couple of days, I’m going to share stories of those who have benefited from the Affordable Care Act. It’s wrong that the GOP wants to push this bill through without bipartisan input. •••••••••••••••••••• “My daughter was born with a blood disorder called Hereditary Spherocytosis. It was a random gene mutation. She will have it for the rest of her life. She is 5 years old and has a pre-existing condition.” —J from San Diego.","2017","6","23","https://www.instagram.com/p/BVqiUcKFbcP/"
"kamalaharris","107","13593","Photo","Happy birthday to two dear colleagues of mine: Senators Dianne Feinstein and @elizabethwarrenma. Your work in the Senate each and every day betters lives not only in California and Massachusetts, but also across the entire nation. #TBT","2017","6","22","https://www.instagram.com/p/BVqGyrxlVQl/"
"kamalaharris","133","5857","Photo",,"2017","6","22","https://www.instagram.com/p/BVpusyllLZh/"
"kamalaharris","28","3988","Photo","Kye Allums was the first openly transgender NCAA Division I athlete. Born and raised in Minnesota, Kye came out when he was playing on the women’s basketball team at George Washington University in 2010. After graduating, Kye parlayed his career into advocacy work and is now a public speaker, mentor to LGBT youth, and a transgender advocate. He travels the country speaking to college students, sharing his experiences. #PrideMonth","2017","6","21","https://www.instagram.com/p/BVnTeqVlIxs/"
"kamalaharris","95","13196","Photo","Yesterday I joined my Democratic colleagues to hold the Senate floor to express our outrage that we have not seen the health care repeal bill. I spoke out for people like Steve Martin, an Affordable Care Act beneficiary. When the Affordable Care Act was up for debate it went through 106 public hearings, incorporated more than 170 Republican amendments, and the entire process took a year. Now the Republicans are hoping to vote on this bill next week. The lack of transparency and bipartisanship is outrageous.","2017","6","20","https://www.instagram.com/p/BVkVZAbFdNf/"
"kamalaharris","260","18486","Photo","These past few weeks have stressed to me how important it is that we continue to make our voices heard. We face a proposed budget from the administration that will dramatically harm services for women, children, and families. We face a bill that would take away health coverage for 23 million Americans. We face an administration that wants to undo the progress we’ve made on combating climate change. In the wise words of the great Congresswoman Shirley Chisholm, “If they don’t give you a seat at the table, bring a folding chair.” And if you’re not in the room, speak louder — shout if you have to — to be heard by the people in those rooms. Because everyone benefits when you are heard.","2017","6","20","https://www.instagram.com/p/BViqR3ol0H_/"
"kamalaharris","84","7662","Photo","Happy Father’s Day to my husband and best friend, Doug!","2017","6","18","https://www.instagram.com/p/BVfS8qil4U8/"
"kamalaharris","125","6875","Photo","Jim Obergefell is the named plaintiff in the Supreme Court case “Obergefell v. Hodges,” which legalized same-sex marriage nationwide. Born and raised in Ohio, Jim came out as gay to his family in his 20s. In 1992, he met his future husband, John Arthur. The two fell in love and in 2011, John was diagnosed with Lou Gehrig’s disease. Jim and John wanted to become legally married but since same-sex marriage wasn’t legal in Ohio, they traveled to Maryland, where same-sex marriage was legal. 
Three months after their wedding, John passed away. Before his death, the couple filed a lawsuit to force Ohio to recognize Jim as the surviving spouse on John’s death certificate. Though a federal judge ruled in favor of Jim, the state of Ohio challenged this ruling and won. So Jim took his case to the Supreme Court. In 2015, thanks to Jim’s courageous fight, the Supreme Court ruled in Jim’s favor and stated that the Constitution does indeed protect the right to same-sex marriage. #PrideMonth","2017","6","16","https://www.instagram.com/p/BVaNCUpFLg9/"
"kamalaharris","270","13626","Photo","#TBT to 2008 with Senator Feinstein. Who would have thought that one day we’d both be representing the great state of California together?","2017","6","15","https://www.instagram.com/p/BVX1-iHldYE/"
"kamalaharris","1094","20928","Photo",,"2017","6","14","https://www.instagram.com/p/BVTYBGHlaTl/"
"kamalaharris","70","5515","Photo","As the host of her own daytime talk show, Ellen Degeneres is one of America’s most well-known comedians and an outspoken activist for the LGBTQ community. Born in Louisiana, Ellen began to perform stand-up comedy when she was in her 20’s and got her big break after she appeared on The Tonight Show. In 1994, she starred in the prime-time sitcom, “Ellen.” When Ellen came out as a lesbian, her character followed suit, becoming the first lead in sitcom history to come out on air. Throughout her career, Ellen has used her platform to speak out for LGBTQ rights and fight against injustices in the gay community. In November, Ellen was given the Presidential Medal of Freedom by President Obama. #PrideMonth","2017","6","13","https://www.instagram.com/p/BVSN4aulQLP/"
"kamalaharris","53","8160","Photo","Today marks the one year anniversary since the deadliest mass shooting in U.S. history. Forty-nine precious lives were lost. Fifty-three people survived, but many still bear the physical and emotional scars. Today, we stand with the Orlando community and those impacted by this senseless act of violence. As a nation, we will not be broken. We all must pick up the torch and continue our fight to become a more inclusive society.","2017","6","12","https://www.instagram.com/p/BVP5BrslppX/"
"kamalaharris","239","11888","Photo","Our loyalty should be to the Constitution, not an individual.","2017","6","10","https://www.instagram.com/p/BVK5iMHlSVj/"
"kamalaharris","104","4445","Photo","When the integrity of our democracy and our government is at stake, we need courage, not courtesy. Get your FREE ""Courage, Not Courtesy"" sticker today. Link in the bio.","2017","6","9","https://www.instagram.com/p/BVIP7ccFzf_/"
"kamalaharris","175","7609","Photo",,"2017","6","8","https://www.instagram.com/p/BVF1Cd-lyah/"
"kamalaharris","69","2718","Photo","Bayard Rustin, born in Pennsylvania, was the chief organizer of the March on Washington and a key adviser to Dr. Martin Luther King, Jr. Growing up, he attended historically black schools and participated in numerous nonviolent protests, which eventually led him to become a human rights protest organizer. In the 1950’s, Bayard met Dr. King and began working with him as an organizer and strategist. An openly gay man, some regarded his sexuality as a liability to be associated with the high-profile March on Washington. Luckily, King expressed confidence in him, which led to one of the most well attended and well-organized marches. In 2013, Bayard was posthumously awarded the Presidential Medal of Freedom. #PrideMonth","2017","6","7","https://www.instagram.com/p/BVDFw6zlcYG/"
"kamalaharris","67","3807","Photo","In the 80’s, the Los Angeles sky was so thick with smog. But then, smart policy was made and now you can see the sky in LA. We can’t go back. 📷: Massimo Catarinella","2017","6","6","https://www.instagram.com/p/BVAj3mZleEl/"
